visit,date,treatment,rep_ID,clone,stem,height_mm,eggs,alive1_dead0
15,7/15/2018,CO,12,12,3,583,0,1
15,7/15/2018,CO,13,13,1,NA,NA,NA
15,7/15/2018,CO,13,13,2,688,1,1
15,7/15/2018,CO,13,13,3,722,0,1
15,7/15/2018,CO,13,13,4,710,0,1
15,7/15/2018,CO,13,13,5,703,1,1
15,7/15/2018,CO,14,14,1,692,0,1
15,7/15/2018,CO,15,15,1,752,0,1
15,7/15/2018,CO,15,15,2,682,0,1
15,7/15/2018,CO,16,16,1,745,1,1
15,7/15/2018,CO,16,16,2,592,0,1
15,7/15/2018,CO,17,17,1,765,0,1
15,7/15/2018,CO,17,17,2,760,0,1
15,7/15/2018,CO,17,17,3,763,0,1
15,7/15/2018,CO,18,18,1,643,0,1
15,7/15/2018,CO,18,18,2,550,0,1
15,7/15/2018,CO,18,18,3,782,0,1
15,7/15/2018,CO,19,19,1,530,0,1
15,7/15/2018,CO,19,19,2,643,0,1
15,7/15/2018,CO,20,20,1,502,0,1
15,7/15/2018,CO,20,20,2,340,0,1
16,7/18/2018,CO,1,1,1,693,0,1
16,7/18/2018,CO,1,1,2,607,0,1
16,7/18/2018,CO,2,2,1,481,0,1
16,7/18/2018,CO,3,3,1,640,0,1
16,7/18/2018,CO,3,3,2,604,0,1
16,7/18/2018,CO,4,4,1,536,0,1
16,7/18/2018,CO,5,5,1,670,1,1
16,7/18/2018,CO,6,6,1,614,0,1
16,7/18/2018,CO,6,6,2,750,0,1
16,7/18/2018,CO,7,7,1,689,0,1
16,7/18/2018,CO,8,8,1,NA,NA,NA
16,7/18/2018,CO,8,8,2,845,0,1
16,7/18/2018,CO,8,8,3,665,0,1
16,7/18/2018,CO,8,8,4,740,0,1
16,7/18/2018,CO,9,9,1,773,0,1
16,7/18/2018,CO,9,9,2,570,0,1
16,7/18/2018,CO,10,10,1,635,0,1
16,7/18/2018,CO,10,10,2,537,0,1
16,7/18/2018,CO,11,11,1,545,0,1
16,7/18/2018,CO,11,11,2,0,0,0
16,7/18/2018,CO,11,11,3,755,0,1
16,7/18/2018,CO,11,11,4,735,0,1
16,7/18/2018,CO,11,11,5,645,0,1
16,7/18/2018,CO,12,12,1,825,0,1
16,7/18/2018,CO,12,12,2,560,0,1
16,7/18/2018,CO,12,12,3,600,0,1
16,7/18/2018,CO,13,13,1,NA,NA,NA
16,7/18/2018,CO,13,13,2,730,0,1
16,7/18/2018,CO,13,13,3,735,0,1
16,7/18/2018,CO,13,13,4,734,0,1
16,7/18/2018,CO,13,13,5,745,0,1
16,7/18/2018,CO,14,14,1,702,1,1
16,7/18/2018,CO,15,15,1,758,0,1
16,7/18/2018,CO,15,15,2,700,0,1
16,7/18/2018,CO,16,16,1,763,0,1
16,7/18/2018,CO,16,16,2,597,1,1
16,7/18/2018,CO,17,17,1,785,0,1
16,7/18/2018,CO,17,17,2,774,0,1
16,7/18/2018,CO,17,17,3,785,0,1
16,7/18/2018,CO,18,18,1,677,1,1
16,7/18/2018,CO,18,18,2,575,0,1
16,7/18/2018,CO,18,18,3,800,0,1
16,7/18/2018,CO,19,19,1,535,0,1
16,7/18/2018,CO,19,19,2,660,0,1
16,7/18/2018,CO,20,20,1,540,0,1
16,7/18/2018,CO,20,20,2,363,0,1
17,7/22/2018,CO,1,1,1,696,0,1
17,7/22/2018,CO,1,1,2,630,0,1
17,7/22/2018,CO,2,2,1,500,0,1
17,7/22/2018,CO,3,3,1,670,0,1
17,7/22/2018,CO,3,3,2,605,0,1
17,7/22/2018,CO,4,4,1,540,0,1
17,7/22/2018,CO,5,5,1,675,0,1
17,7/22/2018,CO,6,6,1,610,0,1
17,7/22/2018,CO,6,6,2,760,0,1
17,7/22/2018,CO,7,7,1,700,0,1
17,7/22/2018,CO,8,8,1,NA,NA,NA
17,7/22/2018,CO,8,8,2,850,0,1
17,7/22/2018,CO,8,8,3,750,0,1
17,7/22/2018,CO,8,8,4,775,0,1
17,7/22/2018,CO,9,9,1,752,0,1
17,7/22/2018,CO,9,9,2,550,0,1
17,7/22/2018,CO,10,10,1,575,0,1
17,7/22/2018,CO,10,10,2,360,0,1
17,7/22/2018,CO,11,11,1,545,0,1
17,7/22/2018,CO,11,11,2,0,0,0
17,7/22/2018,CO,11,11,3,750,0,1
17,7/22/2018,CO,11,11,4,742,0,1
17,7/22/2018,CO,11,11,5,638,0,1
17,7/22/2018,CO,12,12,1,825,0,1
17,7/22/2018,CO,12,12,2,560,0,1
17,7/22/2018,CO,12,12,3,605,0,1
17,7/22/2018,CO,13,13,1,NA,NA,NA
17,7/22/2018,CO,13,13,2,720,0,1
17,7/22/2018,CO,13,13,3,730,0,1
17,7/22/2018,CO,13,13,4,723,0,1
17,7/22/2018,CO,13,13,5,715,0,1
17,7/22/2018,CO,14,14,1,705,0,1
17,7/22/2018,CO,15,15,1,757,0,1
17,7/22/2018,CO,15,15,2,690,0,1
17,7/22/2018,CO,16,16,1,760,1,1
17,7/22/2018,CO,16,16,2,600,0,1
17,7/22/2018,CO,17,17,1,787,0,1
17,7/22/2018,CO,17,17,2,780,0,1
17,7/22/2018,CO,17,17,3,765,0,1
17,7/22/2018,CO,18,18,1,675,0,1
17,7/22/2018,CO,18,18,2,570,0,1
17,7/22/2018,CO,18,18,3,790,0,1
17,7/22/2018,CO,19,19,1,530,0,1
17,7/22/2018,CO,19,19,2,653,0,1
17,7/22/2018,CO,20,20,1,520,0,1
17,7/22/2018,CO,20,20,2,347,0,1
18,7/25/2018,CO,1,1,1,671,0,1
18,7/25/2018,CO,1,1,2,625,0,1
18,7/25/2018,CO,2,2,1,490,0,1
18,7/25/2018,CO,3,3,1,650,0,1
18,7/25/2018,CO,3,3,2,602,0,1
18,7/25/2018,CO,4,4,1,537,0,1
18,7/25/2018,CO,5,5,1,630,0,1
18,7/25/2018,CO,6,6,1,613,0,1
18,7/25/2018,CO,6,6,2,736,0,1
18,7/25/2018,CO,7,7,1,688,0,1
18,7/25/2018,CO,8,8,1,NA,NA,NA
18,7/25/2018,CO,8,8,2,850,0,1
18,7/25/2018,CO,8,8,3,746,0,1
18,7/25/2018,CO,8,8,4,670,0,1
18,7/25/2018,CO,9,9,1,765,0,1
18,7/25/2018,CO,9,9,2,574,0,1
18,7/25/2018,CO,10,10,1,470,0,1
18,7/25/2018,CO,10,10,2,350,0,1
18,7/25/2018,CO,11,11,1,545,0,1
18,7/25/2018,CO,11,11,2,0,0,0
18,7/25/2018,CO,11,11,3,650,0,1
18,7/25/2018,CO,11,11,4,643,0,1
18,7/25/2018,CO,11,11,5,635,0,1
18,7/25/2018,CO,12,12,1,824,0,1
18,7/25/2018,CO,12,12,2,611,0,1
18,7/25/2018,CO,12,12,3,560,0,1
18,7/25/2018,CO,13,13,1,NA,NA,NA
18,7/25/2018,CO,13,13,2,715,0,1
18,7/25/2018,CO,13,13,3,735,0,1
18,7/25/2018,CO,13,13,4,715,0,1
18,7/25/2018,CO,13,13,5,740,1,1
18,7/25/2018,CO,14,14,1,694,1,1
18,7/25/2018,CO,15,15,1,731,0,1
18,7/25/2018,CO,15,15,2,625,0,1
18,7/25/2018,CO,16,16,1,755,1,1
18,7/25/2018,CO,16,16,2,602,0,1
18,7/25/2018,CO,17,17,1,760,0,1
18,7/25/2018,CO,17,17,2,660,0,1
18,7/25/2018,CO,17,17,3,761,0,1
18,7/25/2018,CO,18,18,1,667,1,1
18,7/25/2018,CO,18,18,2,673,0,1
18,7/25/2018,CO,18,18,3,788,0,1
18,7/25/2018,CO,19,19,1,529,0,1
18,7/25/2018,CO,19,19,2,645,0,1
18,7/25/2018,CO,20,20,1,512,0,1
18,7/25/2018,CO,20,20,2,340,0,1
19,7/29/2018,CO,1,1,1,698,0,1
19,7/29/2018,CO,1,1,2,637,0,1
19,7/29/2018,CO,2,2,1,490,0,1
19,7/29/2018,CO,3,3,1,680,0,1
19,7/29/2018,CO,3,3,2,595,0,1
19,7/29/2018,CO,4,4,1,536,0,1
19,7/29/2018,CO,5,5,1,646,0,1
19,7/29/2018,CO,6,6,1,611,0,1
19,7/29/2018,CO,6,6,2,750,0,1
19,7/29/2018,CO,7,7,1,688,0,1
19,7/29/2018,CO,8,8,1,NA,NA,NA
19,7/29/2018,CO,8,8,2,850,0,1
19,7/29/2018,CO,8,8,3,745,0,1
19,7/29/2018,CO,8,8,4,672,1,1
19,7/29/2018,CO,9,9,1,784,0,1
19,7/29/2018,CO,9,9,2,561,0,1
19,7/29/2018,CO,10,10,1,468,0,1
19,7/29/2018,CO,10,10,2,336,0,1
19,7/29/2018,CO,11,11,1,495,0,1
19,7/29/2018,CO,11,11,2,0,0,0
19,7/29/2018,CO,11,11,3,730,1,1
19,7/29/2018,CO,11,11,4,722,0,1
19,7/29/2018,CO,11,11,5,633,0,1
19,7/29/2018,CO,12,12,1,812,0,1
19,7/29/2018,CO,12,12,2,544,0,1
19,7/29/2018,CO,12,12,3,593,0,1
19,7/29/2018,CO,13,13,1,NA,NA,NA
19,7/29/2018,CO,13,13,2,686,0,1
19,7/29/2018,CO,13,13,3,718,0,1
19,7/29/2018,CO,13,13,4,715,0,1
19,7/29/2018,CO,13,13,5,722,1,1
19,7/29/2018,CO,14,14,1,697,1,1
19,7/29/2018,CO,15,15,1,757,0,1
19,7/29/2018,CO,15,15,2,677,0,1
19,7/29/2018,CO,16,16,1,745,0,1
19,7/29/2018,CO,16,16,2,598,0,1
19,7/29/2018,CO,17,17,1,787,0,1
19,7/29/2018,CO,17,17,2,762,0,1
19,7/29/2018,CO,17,17,3,753,1,1
19,7/29/2018,CO,18,18,1,644,0,1
19,7/29/2018,CO,18,18,2,560,0,1
19,7/29/2018,CO,18,18,3,795,0,1
19,7/29/2018,CO,19,19,1,525,0,1
19,7/29/2018,CO,19,19,2,647,1,1
19,7/29/2018,CO,20,20,1,518,0,1
19,7/29/2018,CO,20,20,2,330,0,1
20,8/1/2018,CO,1,1,1,702,1,1
20,8/1/2018,CO,1,1,2,625,0,1
20,8/1/2018,CO,2,2,1,487,0,1
20,8/1/2018,CO,3,3,1,667,0,1
20,8/1/2018,CO,3,3,2,608,1,1
20,8/1/2018,CO,4,4,1,525,0,1
20,8/1/2018,CO,5,5,1,660,0,1
20,8/1/2018,CO,6,6,1,610,0,1
20,8/1/2018,CO,6,6,2,746,1,1
20,8/1/2018,CO,7,7,1,676,0,1
20,8/1/2018,CO,8,8,1,NA,NA,NA
20,8/1/2018,CO,8,8,2,827,0,1
20,8/1/2018,CO,8,8,3,746,0,1
20,8/1/2018,CO,8,8,4,664,0,1
20,8/1/2018,CO,9,9,1,756,0,1
20,8/1/2018,CO,9,9,2,565,0,1
20,8/1/2018,CO,10,10,1,470,0,1
20,8/1/2018,CO,10,10,2,315,0,0
20,8/1/2018,CO,11,11,1,515,0,1
20,8/1/2018,CO,11,11,2,0,0,0
20,8/1/2018,CO,11,11,3,750,0,1
20,8/1/2018,CO,11,11,4,750,0,1
20,8/1/2018,CO,11,11,5,655,0,1
20,8/1/2018,CO,12,12,1,822,0,1
20,8/1/2018,CO,12,12,2,558,0,1
20,8/1/2018,CO,12,12,3,612,0,1
20,8/1/2018,CO,13,13,1,NA,NA,NA
20,8/1/2018,CO,13,13,2,730,0,1
20,8/1/2018,CO,13,13,3,730,1,1
20,8/1/2018,CO,13,13,4,725,0,1
20,8/1/2018,CO,13,13,5,740,0,1
20,8/1/2018,CO,14,14,1,710,2,1
20,8/1/2018,CO,15,15,1,755,1,1
20,8/1/2018,CO,15,15,2,687,0,1
20,8/1/2018,CO,16,16,1,743,0,1
20,8/1/2018,CO,16,16,2,600,0,1
20,8/1/2018,CO,17,17,1,780,0,1
20,8/1/2018,CO,17,17,2,775,0,1
20,8/1/2018,CO,17,17,3,768,0,1
20,8/1/2018,CO,18,18,1,680,0,1
20,8/1/2018,CO,18,18,2,570,0,1
20,8/1/2018,CO,18,18,3,790,0,1
20,8/1/2018,CO,19,19,1,535,0,1
20,8/1/2018,CO,19,19,2,655,0,1
20,8/1/2018,CO,20,20,1,515,0,1
20,8/1/2018,CO,20,20,2,345,0,1
21,8/5/2018,CO,1,1,1,699,1,1
21,8/5/2018,CO,1,1,2,614,0,1
21,8/5/2018,CO,2,2,1,471,0,1
21,8/5/2018,CO,3,3,1,682,1,1
21,8/5/2018,CO,3,3,2,586,1,1
21,8/5/2018,CO,4,4,1,535,0,1
21,8/5/2018,CO,5,5,1,661,1,1
21,8/5/2018,CO,6,6,1,581,0,1
21,8/5/2018,CO,6,6,2,743,0,1
21,8/5/2018,CO,7,7,1,647,0,1
21,8/5/2018,CO,8,8,1,NA,NA,NA
21,8/5/2018,CO,8,8,2,813,0,1
21,8/5/2018,CO,8,8,3,738,1,1
21,8/5/2018,CO,8,8,4,640,3,1
21,8/5/2018,CO,9,9,1,704,0,1
21,8/5/2018,CO,9,9,2,555,0,1
21,8/5/2018,CO,10,10,1,506,0,1
21,8/5/2018,CO,10,10,2,328,0,0
21,8/5/2018,CO,11,11,1,521,0,1
21,8/5/2018,CO,11,11,2,0,0,0
21,8/5/2018,CO,11,11,3,742,1,1
21,8/5/2018,CO,11,11,4,720,0,1
21,8/5/2018,CO,11,11,5,647,0,1
21,8/5/2018,CO,12,12,1,820,0,1
21,8/5/2018,CO,12,12,2,542,0,1
21,8/5/2018,CO,12,12,3,604,0,1
21,8/5/2018,CO,13,13,1,NA,NA,NA
21,8/5/2018,CO,13,13,2,723,2,1
21,8/5/2018,CO,13,13,3,727,0,1
21,8/5/2018,CO,13,13,4,702,1,1
21,8/5/2018,CO,13,13,5,729,0,1
21,8/5/2018,CO,14,14,1,713,0,1
21,8/5/2018,CO,15,15,1,746,1,1
21,8/5/2018,CO,15,15,2,683,0,1
21,8/5/2018,CO,16,16,1,755,0,1
21,8/5/2018,CO,16,16,2,600,0,1
21,8/5/2018,CO,17,17,1,773,0,1
21,8/5/2018,CO,17,17,2,765,0,1
21,8/5/2018,CO,17,17,3,769,0,1
21,8/5/2018,CO,18,18,1,670,0,1
21,8/5/2018,CO,18,18,2,567,0,1
21,8/5/2018,CO,18,18,3,784,0,1
21,8/5/2018,CO,19,19,1,537,0,1
21,8/5/2018,CO,19,19,2,645,2,1
21,8/5/2018,CO,20,20,1,514,0,1
21,8/5/2018,CO,20,20,2,340,0,1
22,8/8/2018,CO,1,1,1,703,0,1
22,8/8/2018,CO,1,1,2,602,0,1
22,8/8/2018,CO,2,2,1,490,0,1
22,8/8/2018,CO,3,3,1,702,0,1
22,8/8/2018,CO,3,3,2,579,0,1
22,8/8/2018,CO,4,4,1,529,0,1
22,8/8/2018,CO,5,5,1,624,1,1
22,8/8/2018,CO,6,6,1,605,0,1
22,8/8/2018,CO,6,6,2,740,0,1
22,8/8/2018,CO,7,7,1,695,0,1
22,8/8/2018,CO,8,8,1,NA,NA,NA
22,8/8/2018,CO,8,8,2,948,0,1
22,8/8/2018,CO,8,8,3,628,0,1
22,8/8/2018,CO,8,8,4,655,0,1
22,8/8/2018,CO,9,9,1,690,0,1
22,8/8/2018,CO,9,9,2,500,0,1
22,8/8/2018,CO,10,10,1,415,0,1
22,8/8/2018,CO,10,10,2,0,0,0
22,8/8/2018,CO,11,11,1,NA,NA,1
22,8/8/2018,CO,11,11,2,0,0,0
22,8/8/2018,CO,11,11,3,NA,NA,1
22,8/8/2018,CO,11,11,4,NA,NA,1
22,8/8/2018,CO,11,11,5,NA,NA,1
22,8/8/2018,CO,12,12,1,820,0,1
22,8/8/2018,CO,12,12,2,567,0,1
22,8/8/2018,CO,12,12,3,615,0,1
22,8/8/2018,CO,13,13,1,NA,NA,NA
22,8/8/2018,CO,13,13,2,725,1,1
22,8/8/2018,CO,13,13,3,730,0,1
22,8/8/2018,CO,13,13,4,725,0,1
22,8/8/2018,CO,13,13,5,735,1,1
22,8/8/2018,CO,14,14,1,725,0,1
22,8/8/2018,CO,15,15,1,757,1,1
22,8/8/2018,CO,15,15,2,620,0,1
22,8/8/2018,CO,16,16,1,760,1,1
22,8/8/2018,CO,16,16,2,600,0,1
22,8/8/2018,CO,17,17,1,785,0,1
22,8/8/2018,CO,17,17,2,773,0,1
22,8/8/2018,CO,17,17,3,750,1,1
22,8/8/2018,CO,18,18,1,675,0,1
22,8/8/2018,CO,18,18,2,570,0,1
22,8/8/2018,CO,18,18,3,785,0,1
22,8/8/2018,CO,19,19,1,533,0,1
22,8/8/2018,CO,19,19,2,655,1,1
22,8/8/2018,CO,20,20,1,518,0,1
22,8/8/2018,CO,20,20,2,260,0,1
23,8/12/2018,CO,1,1,1,698,0,1
23,8/12/2018,CO,1,1,2,623,1,1
23,8/12/2018,CO,2,2,1,491,0,1
23,8/12/2018,CO,3,3,1,697,0,1
23,8/12/2018,CO,3,3,2,596,1,1
23,8/12/2018,CO,4,4,1,530,1,1
23,8/12/2018,CO,5,5,1,657,0,1
23,8/12/2018,CO,6,6,1,611,0,1
23,8/12/2018,CO,6,6,2,730,0,1
23,8/12/2018,CO,7,7,1,681,0,1
23,8/12/2018,CO,8,8,1,NA,NA,NA
23,8/12/2018,CO,8,8,2,745,0,1
23,8/12/2018,CO,8,8,3,850,0,1
23,8/12/2018,CO,8,8,4,665,0,1
23,8/12/2018,CO,9,9,1,681,0,1
23,8/12/2018,CO,9,9,2,492,0,1
23,8/12/2018,CO,10,10,1,410,0,1
23,8/12/2018,CO,10,10,2,0,0,0
23,8/12/2018,CO,11,11,1,510,0,1
23,8/12/2018,CO,11,11,2,0,0,0
23,8/12/2018,CO,11,11,3,734,0,1
23,8/12/2018,CO,11,11,4,725,0,1
23,8/12/2018,CO,11,11,5,642,0,1
23,8/12/2018,CO,12,12,1,817,0,1
23,8/12/2018,CO,12,12,2,548,0,1
23,8/12/2018,CO,12,12,3,595,0,1
23,8/12/2018,CO,13,13,1,NA,NA,NA
23,8/12/2018,CO,13,13,2,692,0,1
23,8/12/2018,CO,13,13,3,718,0,1
23,8/12/2018,CO,13,13,4,720,0,1
23,8/12/2018,CO,13,13,5,738,0,1
23,8/12/2018,CO,14,14,1,675,0,1
23,8/12/2018,CO,15,15,1,738,0,1
23,8/12/2018,CO,15,15,2,0,0,0
23,8/12/2018,CO,16,16,1,752,1,1
23,8/12/2018,CO,16,16,2,593,0,1
23,8/12/2018,CO,17,17,1,763,0,1
23,8/12/2018,CO,17,17,2,765,0,1
23,8/12/2018,CO,17,17,3,740,0,1
23,8/12/2018,CO,18,18,1,645,0,1
23,8/12/2018,CO,18,18,2,548,0,1
23,8/12/2018,CO,18,18,3,710,0,1
23,8/12/2018,CO,19,19,1,518,0,1
23,8/12/2018,CO,19,19,2,652,1,1
23,8/12/2018,CO,20,20,1,507,0,1
23,8/12/2018,CO,20,20,2,0,0,0
24,8/15/2018,CO,1,1,1,720,1,1
24,8/15/2018,CO,1,1,2,633,1,1
24,8/15/2018,CO,2,2,1,490,0,1
24,8/15/2018,CO,3,3,1,690,0,1
24,8/15/2018,CO,3,3,2,607,0,1
24,8/15/2018,CO,4,4,1,540,0,1
24,8/15/2018,CO,5,5,1,660,0,1
24,8/15/2018,CO,6,6,1,625,0,1
24,8/15/2018,CO,6,6,2,755,0,1
24,8/15/2018,CO,7,7,1,650,0,1
24,8/15/2018,CO,8,8,1,NA,NA,NA
24,8/15/2018,CO,8,8,2,850,0,1
24,8/15/2018,CO,8,8,3,650,0,1
24,8/15/2018,CO,8,8,4,670,0,1
24,8/15/2018,CO,9,9,1,0,0,0
24,8/15/2018,CO,9,9,2,0,0,0
24,8/15/2018,CO,10,10,1,0,0,0
24,8/15/2018,CO,10,10,2,0,0,0
24,8/15/2018,CO,11,11,1,454,0,1
24,8/15/2018,CO,11,11,2,0,0,0
24,8/15/2018,CO,11,11,3,741,0,1
24,8/15/2018,CO,11,11,4,739,0,1
24,8/15/2018,CO,11,11,5,655,0,1
24,8/15/2018,CO,12,12,1,818,0,1
24,8/15/2018,CO,12,12,2,545,0,1
24,8/15/2018,CO,12,12,3,600,0,1
24,8/15/2018,CO,13,13,1,NA,NA,NA
24,8/15/2018,CO,13,13,2,700,0,1
24,8/15/2018,CO,13,13,3,634,0,1
24,8/15/2018,CO,13,13,4,715,0,1
24,8/15/2018,CO,13,13,5,736,1,1
24,8/15/2018,CO,14,14,1,701,0,1
24,8/15/2018,CO,15,15,1,750,0,1
24,8/15/2018,CO,15,15,2,0,0,0
24,8/15/2018,CO,16,16,1,745,0,1
24,8/15/2018,CO,16,16,2,607,0,1
24,8/15/2018,CO,17,17,1,780,1,1
24,8/15/2018,CO,17,17,2,778,0,1
24,8/15/2018,CO,17,17,3,743,0,1
24,8/15/2018,CO,18,18,1,665,0,1
24,8/15/2018,CO,18,18,2,498,0,1
24,8/15/2018,CO,18,18,3,705,0,1
24,8/15/2018,CO,19,19,1,551,0,1
24,8/15/2018,CO,19,19,2,647,0,1
24,8/15/2018,CO,20,20,1,505,0,1
24,8/15/2018,CO,20,20,2,0,0,0
25,8/19/2018,CO,1,1,1,720,0,1
25,8/19/2018,CO,1,1,2,623,0,1
25,8/19/2018,CO,2,2,1,489,0,1
25,8/19/2018,CO,3,3,1,685,0,1
25,8/19/2018,CO,3,3,2,593,0,1
25,8/19/2018,CO,4,4,1,530,0,1
25,8/19/2018,CO,5,5,1,662,0,1
25,8/19/2018,CO,6,6,1,610,0,1
25,8/19/2018,CO,6,6,2,730,1,1
25,8/19/2018,CO,7,7,1,649,0,1
25,8/19/2018,CO,8,8,1,NA,NA,NA
25,8/19/2018,CO,8,8,2,847,0,1
25,8/19/2018,CO,8,8,3,745,0,1
25,8/19/2018,CO,8,8,4,663,0,1
25,8/19/2018,CO,9,9,1,0,0,0
25,8/19/2018,CO,9,9,2,0,0,0
25,8/19/2018,CO,10,10,1,0,0,0
25,8/19/2018,CO,10,10,2,0,0,0
25,8/19/2018,CO,11,11,1,455,0,1
25,8/19/2018,CO,11,11,2,0,0,0
25,8/19/2018,CO,11,11,3,737,0,1
25,8/19/2018,CO,11,11,4,675,0,1
25,8/19/2018,CO,11,11,5,628,0,1
25,8/19/2018,CO,12,12,1,812,0,1
25,8/19/2018,CO,12,12,2,552,0,1
25,8/19/2018,CO,12,12,3,596,0,1
25,8/19/2018,CO,13,13,1,NA,NA,NA
25,8/19/2018,CO,13,13,2,690,0,1
25,8/19/2018,CO,13,13,3,722,0,1
25,8/19/2018,CO,13,13,4,718,0,1
25,8/19/2018,CO,13,13,5,722,0,1
25,8/19/2018,CO,14,14,1,682,1,1
25,8/19/2018,CO,15,15,1,748,0,1
25,8/19/2018,CO,15,15,2,0,0,0
25,8/19/2018,CO,16,16,1,750,0,1
25,8/19/2018,CO,16,16,2,592,0,1
25,8/19/2018,CO,17,17,1,725,0,1
25,8/19/2018,CO,17,17,2,778,0,1
25,8/19/2018,CO,17,17,3,755,1,1
25,8/19/2018,CO,18,18,1,590,0,1
25,8/19/2018,CO,18,18,2,477,0,1
25,8/19/2018,CO,18,18,3,705,0,1
25,8/19/2018,CO,19,19,1,530,0,1
25,8/19/2018,CO,19,19,2,648,0,1
25,8/19/2018,CO,20,20,1,514,0,1
25,8/19/2018,CO,20,20,2,0,0,0
26,8/22/2018,CO,1,1,1,703,0,1
26,8/22/2018,CO,1,1,2,598,0,1
26,8/22/2018,CO,2,2,1,NA,NA,1
26,8/22/2018,CO,3,3,1,681,0,1
26,8/22/2018,CO,3,3,2,587,0,1
26,8/22/2018,CO,4,4,1,530,0,1
26,8/22/2018,CO,5,5,1,639,0,1
26,8/22/2018,CO,6,6,1,610,0,1
26,8/22/2018,CO,6,6,2,706,0,1
26,8/22/2018,CO,7,7,1,618,0,1
26,8/22/2018,CO,8,8,1,NA,NA,NA
26,8/22/2018,CO,8,8,2,843,0,1
26,8/22/2018,CO,8,8,3,732,0,1
26,8/22/2018,CO,8,8,4,631,0,1
26,8/22/2018,CO,9,9,1,0,0,0
26,8/22/2018,CO,9,9,2,0,0,0
26,8/22/2018,CO,10,10,1,0,0,0
26,8/22/2018,CO,10,10,2,0,0,0
26,8/22/2018,CO,11,11,1,405,0,1
26,8/22/2018,CO,11,11,2,0,0,0
26,8/22/2018,CO,11,11,3,733,0,1
26,8/22/2018,CO,11,11,4,644,0,1
26,8/22/2018,CO,11,11,5,630,0,1
26,8/22/2018,CO,12,12,1,796,0,1
26,8/22/2018,CO,12,12,2,548,0,1
26,8/22/2018,CO,12,12,3,570,0,1
26,8/22/2018,CO,13,13,1,NA,NA,NA
26,8/22/2018,CO,13,13,2,670,0,1
26,8/22/2018,CO,13,13,3,613,0,1
26,8/22/2018,CO,13,13,4,665,0,1
26,8/22/2018,CO,13,13,5,692,0,1
26,8/22/2018,CO,14,14,1,670,0,1
26,8/22/2018,CO,15,15,1,745,0,1
26,8/22/2018,CO,15,15,2,0,0,0
26,8/22/2018,CO,16,16,1,643,0,1
26,8/22/2018,CO,16,16,2,611,0,1
26,8/22/2018,CO,17,17,1,690,0,1
26,8/22/2018,CO,17,17,2,741,0,1
26,8/22/2018,CO,17,17,3,728,0,1
26,8/22/2018,CO,18,18,1,658,0,1
26,8/22/2018,CO,18,18,2,495,0,1
26,8/22/2018,CO,18,18,3,711,0,1
26,8/22/2018,CO,19,19,1,505,0,1
26,8/22/2018,CO,19,19,2,630,0,1
26,8/22/2018,CO,20,20,1,503,0,1
26,8/22/2018,CO,20,20,2,0,0,0
27,8/26/2018,CO,1,1,1,701,0,1
27,8/26/2018,CO,1,1,2,619,0,1
27,8/26/2018,CO,2,2,1,401,0,1
27,8/26/2018,CO,3,3,1,675,0,1
27,8/26/2018,CO,3,3,2,592,0,1
27,8/26/2018,CO,4,4,1,510,0,1
27,8/26/2018,CO,5,5,1,619,0,1
27,8/26/2018,CO,6,6,1,602,0,1
27,8/26/2018,CO,6,6,2,735,0,1
27,8/26/2018,CO,7,7,1,626,0,1
27,8/26/2018,CO,8,8,1,NA,NA,NA
27,8/26/2018,CO,8,8,2,766,0,1
27,8/26/2018,CO,8,8,3,721,0,1
27,8/26/2018,CO,8,8,4,661,0,1
27,8/26/2018,CO,9,9,1,0,0,0
27,8/26/2018,CO,9,9,2,0,0,0
27,8/26/2018,CO,10,10,1,0,0,0
27,8/26/2018,CO,10,10,2,0,0,0
27,8/26/2018,CO,11,11,1,457,0,1
27,8/26/2018,CO,11,11,2,0,0,0
27,8/26/2018,CO,11,11,3,716,0,1
27,8/26/2018,CO,11,11,4,645,0,1
27,8/26/2018,CO,11,11,5,645,0,1
27,8/26/2018,CO,12,12,1,815,0,1
27,8/26/2018,CO,12,12,2,510,0,1
27,8/26/2018,CO,12,12,3,581,0,1
27,8/26/2018,CO,13,13,1,NA,NA,NA
27,8/26/2018,CO,13,13,2,695,0,1
27,8/26/2018,CO,13,13,3,721,0,1
27,8/26/2018,CO,13,13,4,710,0,1
27,8/26/2018,CO,13,13,5,735,0,1
27,8/26/2018,CO,14,14,1,708,0,1
27,8/26/2018,CO,15,15,1,741,0,1
27,8/26/2018,CO,15,15,2,0,0,0
27,8/26/2018,CO,16,16,1,650,0,1
27,8/26/2018,CO,16,16,2,597,0,1
27,8/26/2018,CO,17,17,1,685,0,1
27,8/26/2018,CO,17,17,2,775,0,1
27,8/26/2018,CO,17,17,3,760,0,1
27,8/26/2018,CO,18,18,1,652,0,1
27,8/26/2018,CO,18,18,2,366,0,1
27,8/26/2018,CO,18,18,3,695,0,1
27,8/26/2018,CO,19,19,1,531,0,1
27,8/26/2018,CO,19,19,2,650,0,1
27,8/26/2018,CO,20,20,1,512,0,1
27,8/26/2018,CO,20,20,2,0,0,0
28,8/30/2018,CO,1,1,1,714,0,1
28,8/30/2018,CO,1,1,2,627,0,1
28,8/30/2018,CO,2,2,1,0,0,0
28,8/30/2018,CO,3,3,1,683,0,1
28,8/30/2018,CO,3,3,2,602,0,1
